Fecha (dd/mm/aaaa);Indice;Variación diaria absoluta (%);Variación diaria porcentual (%)
15/01/2008 12:00:00 a.m.;980.21;-19.79;-1.98
16/01/2008 12:00:00 a.m.;958.99;-21.22;-2.16
17/01/2008 12:00:00 a.m.;928.38;-30.61;-3.19
18/01/2008 12:00:00 a.m.;903.49;-24.90;-2.68
21/01/2008 12:00:00 a.m.;832.37;-71.12;-7.87
22/01/2008 12:00:00 a.m.;879.67;47.30;5.68
23/01/2008 12:00:00 a.m.;890.90;11.23;1.28
24/01/2008 12:00:00 a.m.;933.79;42.89;4.81
25/01/2008 12:00:00 a.m.;939.61;5.82;0.62
28/01/2008 12:00:00 a.m.;930.97;-8.63;-0.92
29/01/2008 12:00:00 a.m.;946.51;15.54;1.67
30/01/2008 12:00:00 a.m.;936.55;-9.96;-1.05
31/01/2008 12:00:00 a.m.;937.33;0.77;0.08
01/02/2008 12:00:00 a.m.;938.16;0.83;0.09
04/02/2008 12:00:00 a.m.;945.18;7.03;0.75
05/02/2008 12:00:00 a.m.;920.47;-24.71;-2.61
06/02/2008 12:00:00 a.m.;900.89;-19.58;-2.13
07/02/2008 12:00:00 a.m.;891.30;-9.59;-1.06
08/02/2008 12:00:00 a.m.;906.03;14.72;1.65
11/02/2008 12:00:00 a.m.;920.78;14.75;1.63
12/02/2008 12:00:00 a.m.;915.74;-5.04;-0.55
13/02/2008 12:00:00 a.m.;918.85;3.11;0.34
14/02/2008 12:00:00 a.m.;928.67;9.82;1.07
15/02/2008 12:00:00 a.m.;929.63;0.96;0.10
18/02/2008 12:00:00 a.m.;944.25;14.61;1.57
19/02/2008 12:00:00 a.m.;945.40;1.15;0.12
20/02/2008 12:00:00 a.m.;941.38;-4.02;-0.43
21/02/2008 12:00:00 a.m.;944.38;3.00;0.32
22/02/2008 12:00:00 a.m.;940.05;-4.33;-0.46
25/02/2008 12:00:00 a.m.;938.49;-1.57;-0.17
26/02/2008 12:00:00 a.m.;938.58;0.09;0.01
27/02/2008 12:00:00 a.m.;935.15;-3.43;-0.36
28/02/2008 12:00:00 a.m.;931.03;-4.12;-0.44
29/02/2008 12:00:00 a.m.;914.90;-16.13;-1.73
03/03/2008 12:00:00 a.m.;896.73;-18.17;-1.99
04/03/2008 12:00:00 a.m.;859.79;-36.94;-4.12
05/03/2008 12:00:00 a.m.;897.61;37.82;4.40
06/03/2008 12:00:00 a.m.;889.83;-7.78;-0.87
07/03/2008 12:00:00 a.m.;900.79;10.96;1.23
10/03/2008 12:00:00 a.m.;907.83;7.04;0.78
11/03/2008 12:00:00 a.m.;911.72;3.89;0.43
12/03/2008 12:00:00 a.m.;914.89;3.18;0.35
13/03/2008 12:00:00 a.m.;912.75;-2.15;-0.23
14/03/2008 12:00:00 a.m.;902.13;-10.62;-1.16
17/03/2008 12:00:00 a.m.;890.57;-11.55;-1.28
18/03/2008 12:00:00 a.m.;899.67;9.10;1.02
19/03/2008 12:00:00 a.m.;902.56;2.89;0.32
25/03/2008 12:00:00 a.m.;895.08;-7.48;-0.83
26/03/2008 12:00:00 a.m.;891.73;-3.35;-0.37
27/03/2008 12:00:00 a.m.;887.89;-3.84;-0.43
28/03/2008 12:00:00 a.m.;890.03;2.14;0.24
31/03/2008 12:00:00 a.m.;889.28;-0.74;-0.08
01/04/2008 12:00:00 a.m.;913.73;24.45;2.75
02/04/2008 12:00:00 a.m.;919.30;5.57;0.61
03/04/2008 12:00:00 a.m.;923.04;3.74;0.41
04/04/2008 12:00:00 a.m.;922.00;-1.04;-0.11
07/04/2008 12:00:00 a.m.;928.32;6.33;0.69
08/04/2008 12:00:00 a.m.;930.57;2.25;0.24
09/04/2008 12:00:00 a.m.;936.53;5.95;0.64
10/04/2008 12:00:00 a.m.;922.05;-14.47;-1.55
11/04/2008 12:00:00 a.m.;917.73;-4.32;-0.47
14/04/2008 12:00:00 a.m.;917.57;-0.16;-0.02
15/04/2008 12:00:00 a.m.;931.61;14.04;1.53
16/04/2008 12:00:00 a.m.;936.55;4.93;0.53
17/04/2008 12:00:00 a.m.;934.66;-1.89;-0.20
18/04/2008 12:00:00 a.m.;952.82;18.16;1.94
21/04/2008 12:00:00 a.m.;953.25;0.43;0.05
22/04/2008 12:00:00 a.m.;950.97;-2.28;-0.24
23/04/2008 12:00:00 a.m.;942.21;-8.76;-0.92
24/04/2008 12:00:00 a.m.;949.52;7.30;0.78
25/04/2008 12:00:00 a.m.;953.07;3.56;0.37
28/04/2008 12:00:00 a.m.;962.40;9.33;0.98
29/04/2008 12:00:00 a.m.;969.11;6.70;0.70
30/04/2008 12:00:00 a.m.;985.95;16.85;1.74
02/05/2008 12:00:00 a.m.;1012.31;26.36;2.67
06/05/2008 12:00:00 a.m.;1032.08;19.77;1.95
07/05/2008 12:00:00 a.m.;1010.96;-21.12;-2.05
08/05/2008 12:00:00 a.m.;1001.24;-9.72;-0.96
09/05/2008 12:00:00 a.m.;1008.49;7.25;0.72
12/05/2008 12:00:00 a.m.;1010.27;1.78;0.18
13/05/2008 12:00:00 a.m.;1015.63;5.36;0.53
14/05/2008 12:00:00 a.m.;1027.74;12.11;1.19
15/05/2008 12:00:00 a.m.;1024.58;-3.17;-0.31
16/05/2008 12:00:00 a.m.;1016.11;-8.47;-0.83
19/05/2008 12:00:00 a.m.;1016.10;-0.01;0.00
20/05/2008 12:00:00 a.m.;1009.48;-6.61;-0.65
21/05/2008 12:00:00 a.m.;1015.60;6.12;0.61
22/05/2008 12:00:00 a.m.;1008.67;-6.94;-0.68
23/05/2008 12:00:00 a.m.;1003.07;-5.60;-0.55
27/05/2008 12:00:00 a.m.;999.50;-3.58;-0.36
28/05/2008 12:00:00 a.m.;1000.23;0.73;0.07
29/05/2008 12:00:00 a.m.;1010.15;9.92;0.99
30/05/2008 12:00:00 a.m.;1019.78;9.63;0.95
03/06/2008 12:00:00 a.m.;1004.80;-14.98;-1.47
04/06/2008 12:00:00 a.m.;1015.92;11.12;1.11
05/06/2008 12:00:00 a.m.;1015.36;-0.56;-0.05
06/06/2008 12:00:00 a.m.;1013.73;-1.63;-0.16
09/06/2008 12:00:00 a.m.;1004.28;-9.45;-0.93
10/06/2008 12:00:00 a.m.;990.50;-13.78;-1.37
11/06/2008 12:00:00 a.m.;989.39;-1.11;-0.11
12/06/2008 12:00:00 a.m.;990.29;0.90;0.09
13/06/2008 12:00:00 a.m.;991.85;1.56;0.16
16/06/2008 12:00:00 a.m.;991.66;-0.19;-0.02
17/06/2008 12:00:00 a.m.;979.84;-11.81;-1.19
18/06/2008 12:00:00 a.m.;972.13;-7.72;-0.79
19/06/2008 12:00:00 a.m.;941.47;-30.66;-3.15
20/06/2008 12:00:00 a.m.;959.27;17.80;1.89
23/06/2008 12:00:00 a.m.;959.13;-0.14;-0.01
24/06/2008 12:00:00 a.m.;956.22;-2.91;-0.30
25/06/2008 12:00:00 a.m.;956.14;-0.09;-0.01
26/06/2008 12:00:00 a.m.;942.99;-13.15;-1.38
27/06/2008 12:00:00 a.m.;945.31;2.32;0.25
01/07/2008 12:00:00 a.m.;924.70;-20.61;-2.18
02/07/2008 12:00:00 a.m.;924.48;-0.23;-0.02
03/07/2008 12:00:00 a.m.;938.44;13.96;1.51
04/07/2008 12:00:00 a.m.;943.76;5.32;0.57
07/07/2008 12:00:00 a.m.;936.94;-6.82;-0.72
08/07/2008 12:00:00 a.m.;925.66;-11.27;-1.20
09/07/2008 12:00:00 a.m.;932.36;6.69;0.72
10/07/2008 12:00:00 a.m.;929.81;-2.54;-0.27
11/07/2008 12:00:00 a.m.;917.54;-12.27;-1.32
14/07/2008 12:00:00 a.m.;915.40;-2.15;-0.23
15/07/2008 12:00:00 a.m.;901.61;-13.79;-1.51
16/07/2008 12:00:00 a.m.;900.00;-1.61;-0.18
17/07/2008 12:00:00 a.m.;909.84;9.84;1.09
18/07/2008 12:00:00 a.m.;911.32;1.48;0.16
21/07/2008 12:00:00 a.m.;919.19;7.88;0.86
22/07/2008 12:00:00 a.m.;917.09;-2.10;-0.23
23/07/2008 12:00:00 a.m.;922.51;5.43;0.59
24/07/2008 12:00:00 a.m.;926.07;3.56;0.39
25/07/2008 12:00:00 a.m.;932.59;6.52;0.70
28/07/2008 12:00:00 a.m.;921.94;-10.65;-1.14
29/07/2008 12:00:00 a.m.;923.17;1.23;0.13
30/07/2008 12:00:00 a.m.;935.39;12.22;1.32
31/07/2008 12:00:00 a.m.;944.87;9.48;1.01
01/08/2008 12:00:00 a.m.;943.23;-1.64;-0.17
04/08/2008 12:00:00 a.m.;935.98;-7.25;-0.77
05/08/2008 12:00:00 a.m.;937.00;1.02;0.11
06/08/2008 12:00:00 a.m.;931.61;-5.39;-0.57
08/08/2008 12:00:00 a.m.;937.26;5.65;0.61
11/08/2008 12:00:00 a.m.;937.96;0.70;0.08
12/08/2008 12:00:00 a.m.;934.12;-3.84;-0.41
13/08/2008 12:00:00 a.m.;939.69;5.56;0.60
14/08/2008 12:00:00 a.m.;938.25;-1.44;-0.15
15/08/2008 12:00:00 a.m.;944.90;6.65;0.71
19/08/2008 12:00:00 a.m.;941.02;-3.88;-0.41
20/08/2008 12:00:00 a.m.;948.72;7.70;0.82
21/08/2008 12:00:00 a.m.;955.51;6.78;0.71
22/08/2008 12:00:00 a.m.;955.72;0.21;0.02
25/08/2008 12:00:00 a.m.;950.33;-5.39;-0.56
26/08/2008 12:00:00 a.m.;952.63;2.30;0.24
27/08/2008 12:00:00 a.m.;956.43;3.81;0.40
28/08/2008 12:00:00 a.m.;978.39;21.96;2.30
29/08/2008 12:00:00 a.m.;992.25;13.86;1.42
01/09/2008 12:00:00 a.m.;1025.10;32.84;3.31
02/09/2008 12:00:00 a.m.;1022.45;-2.64;-0.26
03/09/2008 12:00:00 a.m.;1017.24;-5.21;-0.51
04/09/2008 12:00:00 a.m.;1005.96;-11.28;-1.11
05/09/2008 12:00:00 a.m.;998.95;-7.01;-0.70
08/09/2008 12:00:00 a.m.;1010.74;11.80;1.18
09/09/2008 12:00:00 a.m.;1010.52;-0.23;-0.02
10/09/2008 12:00:00 a.m.;1012.76;2.25;0.22
11/09/2008 12:00:00 a.m.;1025.82;13.06;1.29
12/09/2008 12:00:00 a.m.;1023.76;-2.06;-0.20
15/09/2008 12:00:00 a.m.;1003.93;-19.84;-1.94
16/09/2008 12:00:00 a.m.;967.46;-36.47;-3.63
17/09/2008 12:00:00 a.m.;950.39;-17.06;-1.76
18/09/2008 12:00:00 a.m.;949.69;-0.70;-0.07
19/09/2008 12:00:00 a.m.;985.09;35.39;3.73
22/09/2008 12:00:00 a.m.;983.04;-2.04;-0.21
23/09/2008 12:00:00 a.m.;963.83;-19.21;-1.95
24/09/2008 12:00:00 a.m.;976.22;12.39;1.29
25/09/2008 12:00:00 a.m.;989.68;13.46;1.38
26/09/2008 12:00:00 a.m.;983.87;-5.81;-0.59
29/09/2008 12:00:00 a.m.;960.91;-22.96;-2.33
30/09/2008 12:00:00 a.m.;973.53;12.63;1.31
01/10/2008 12:00:00 a.m.;975.83;2.30;0.24
02/10/2008 12:00:00 a.m.;965.86;-9.97;-1.02
03/10/2008 12:00:00 a.m.;966.14;0.29;0.03
06/10/2008 12:00:00 a.m.;921.90;-44.24;-4.58
07/10/2008 12:00:00 a.m.;915.05;-6.86;-0.74
08/10/2008 12:00:00 a.m.;888.02;-27.03;-2.95
09/10/2008 12:00:00 a.m.;868.42;-19.60;-2.21
10/10/2008 12:00:00 a.m.;794.28;-74.15;-8.54
14/10/2008 12:00:00 a.m.;866.75;72.47;9.12
15/10/2008 12:00:00 a.m.;815.07;-51.68;-5.96
16/10/2008 12:00:00 a.m.;782.85;-32.21;-3.95
17/10/2008 12:00:00 a.m.;805.00;22.15;2.83
20/10/2008 12:00:00 a.m.;811.15;6.15;0.76
21/10/2008 12:00:00 a.m.;808.09;-3.07;-0.38
22/10/2008 12:00:00 a.m.;766.03;-42.05;-5.20
23/10/2008 12:00:00 a.m.;739.72;-26.31;-3.43
24/10/2008 12:00:00 a.m.;706.58;-33.14;-4.48
27/10/2008 12:00:00 a.m.;686.65;-19.94;-2.82
28/10/2008 12:00:00 a.m.;714.55;27.90;4.06
29/10/2008 12:00:00 a.m.;750.92;36.38;5.09
30/10/2008 12:00:00 a.m.;778.19;27.27;3.63
31/10/2008 12:00:00 a.m.;788.73;10.54;1.35
04/11/2008 12:00:00 a.m.;803.11;14.38;1.82
05/11/2008 12:00:00 a.m.;778.69;-24.43;-3.04
06/11/2008 12:00:00 a.m.;744.27;-34.42;-4.42
07/11/2008 12:00:00 a.m.;774.58;30.31;4.07
10/11/2008 12:00:00 a.m.;774.08;-0.50;-0.07
11/11/2008 12:00:00 a.m.;767.34;-6.74;-0.87
12/11/2008 12:00:00 a.m.;754.76;-12.58;-1.64
13/11/2008 12:00:00 a.m.;751.10;-3.65;-0.48
14/11/2008 12:00:00 a.m.;776.94;25.84;3.44
18/11/2008 12:00:00 a.m.;758.96;-17.98;-2.31
19/11/2008 12:00:00 a.m.;758.74;-0.22;-0.03
20/11/2008 12:00:00 a.m.;751.77;-6.97;-0.92
21/11/2008 12:00:00 a.m.;746.14;-5.63;-0.75
24/11/2008 12:00:00 a.m.;770.49;24.35;3.26
25/11/2008 12:00:00 a.m.;774.58;4.08;0.53
26/11/2008 12:00:00 a.m.;791.40;16.82;2.17
27/11/2008 12:00:00 a.m.;803.86;12.46;1.57
28/11/2008 12:00:00 a.m.;803.12;-0.74;-0.09
01/12/2008 12:00:00 a.m.;789.27;-13.84;-1.72
02/12/2008 12:00:00 a.m.;796.58;7.31;0.93
03/12/2008 12:00:00 a.m.;816.16;19.58;2.46
04/12/2008 12:00:00 a.m.;821.92;5.76;0.71
05/12/2008 12:00:00 a.m.;816.88;-5.04;-0.61
09/12/2008 12:00:00 a.m.;840.76;23.88;2.92
10/12/2008 12:00:00 a.m.;859.49;18.73;2.23
11/12/2008 12:00:00 a.m.;865.83;6.35;0.74
12/12/2008 12:00:00 a.m.;861.74;-4.10;-0.47
15/12/2008 12:00:00 a.m.;867.99;6.25;0.73
16/12/2008 12:00:00 a.m.;866.41;-1.58;-0.18
17/12/2008 12:00:00 a.m.;865.11;-1.30;-0.15
18/12/2008 12:00:00 a.m.;856.54;-8.57;-0.99
19/12/2008 12:00:00 a.m.;854.92;-1.62;-0.19
22/12/2008 12:00:00 a.m.;856.97;2.04;0.24
23/12/2008 12:00:00 a.m.;856.19;-0.78;-0.09
24/12/2008 12:00:00 a.m.;851.17;-5.02;-0.59
26/12/2008 12:00:00 a.m.;850.40;-0.77;-0.09
29/12/2008 12:00:00 a.m.;845.09;-5.31;-0.62
30/12/2008 12:00:00 a.m.;851.35;6.26;0.74
02/01/2009 12:00:00 a.m.;861.17;9.82;1.15
05/01/2009 12:00:00 a.m.;862.25;1.08;0.12
06/01/2009 12:00:00 a.m.;882.45;20.20;2.34
07/01/2009 12:00:00 a.m.;870.55;-11.90;-1.35
08/01/2009 12:00:00 a.m.;873.31;2.76;0.32
09/01/2009 12:00:00 a.m.;873.09;-0.22;-0.03
13/01/2009 12:00:00 a.m.;871.84;-1.25;-0.14
14/01/2009 12:00:00 a.m.;855.91;-15.93;-1.83
15/01/2009 12:00:00 a.m.;844.78;-11.14;-1.30
16/01/2009 12:00:00 a.m.;846.51;1.73;0.20
19/01/2009 12:00:00 a.m.;849.06;2.55;0.30
20/01/2009 12:00:00 a.m.;837.39;-11.67;-1.37
21/01/2009 12:00:00 a.m.;832.92;-4.47;-0.53
22/01/2009 12:00:00 a.m.;831.82;-1.10;-0.13
23/01/2009 12:00:00 a.m.;833.91;2.09;0.25
26/01/2009 12:00:00 a.m.;845.42;11.52;1.38
27/01/2009 12:00:00 a.m.;849.95;4.53;0.54
28/01/2009 12:00:00 a.m.;865.44;15.49;1.82
29/01/2009 12:00:00 a.m.;862.40;-3.04;-0.35
30/01/2009 12:00:00 a.m.;869.80;7.40;0.86
02/02/2009 12:00:00 a.m.;861.60;-8.21;-0.94
03/02/2009 12:00:00 a.m.;865.77;4.17;0.48
04/02/2009 12:00:00 a.m.;871.25;5.48;0.63
05/02/2009 12:00:00 a.m.;872.46;1.21;0.14
06/02/2009 12:00:00 a.m.;884.27;11.82;1.35
09/02/2009 12:00:00 a.m.;886.37;2.10;0.24
10/02/2009 12:00:00 a.m.;879.72;-6.65;-0.75
11/02/2009 12:00:00 a.m.;874.27;-5.45;-0.62
12/02/2009 12:00:00 a.m.;865.27;-9.00;-1.03
13/02/2009 12:00:00 a.m.;879.41;14.14;1.63
16/02/2009 12:00:00 a.m.;875.43;-3.98;-0.45
17/02/2009 12:00:00 a.m.;857.65;-17.78;-2.03
18/02/2009 12:00:00 a.m.;848.07;-9.58;-1.12
19/02/2009 12:00:00 a.m.;849.20;1.13;0.13
20/02/2009 12:00:00 a.m.;834.24;-14.96;-1.76
23/02/2009 12:00:00 a.m.;831.19;-3.05;-0.37
24/02/2009 12:00:00 a.m.;825.17;-6.02;-0.72
25/02/2009 12:00:00 a.m.;833.07;7.90;0.96
26/02/2009 12:00:00 a.m.;845.42;12.35;1.48
27/02/2009 12:00:00 a.m.;852.16;6.74;0.80
02/03/2009 12:00:00 a.m.;831.95;-20.21;-2.37
03/03/2009 12:00:00 a.m.;836.43;4.48;0.54
04/03/2009 12:00:00 a.m.;847.72;11.29;1.35
05/03/2009 12:00:00 a.m.;836.56;-11.16;-1.32
06/03/2009 12:00:00 a.m.;839.26;2.70;0.32
09/03/2009 12:00:00 a.m.;837.87;-1.39;-0.17
10/03/2009 12:00:00 a.m.;849.64;11.77;1.40
11/03/2009 12:00:00 a.m.;844.10;-5.54;-0.65
12/03/2009 12:00:00 a.m.;849.28;5.18;0.61
13/03/2009 12:00:00 a.m.;853.48;4.20;0.49
16/03/2009 12:00:00 a.m.;860.68;7.20;0.84
17/03/2009 12:00:00 a.m.;858.04;-2.64;-0.31
18/03/2009 12:00:00 a.m.;861.29;3.25;0.38
19/03/2009 12:00:00 a.m.;870.05;8.76;1.02
20/03/2009 12:00:00 a.m.;865.59;-4.46;-0.51
24/03/2009 12:00:00 a.m.;876.42;10.83;1.25
25/03/2009 12:00:00 a.m.;876.51;0.09;0.01
26/03/2009 12:00:00 a.m.;874.55;-1.96;-0.22
27/03/2009 12:00:00 a.m.;873.16;-1.39;-0.16
30/03/2009 12:00:00 a.m.;862.14;-11.02;-1.26
31/03/2009 12:00:00 a.m.;874.21;12.07;1.40
01/04/2009 12:00:00 a.m.;878.12;3.91;0.45
02/04/2009 12:00:00 a.m.;891.09;12.97;1.48
03/04/2009 12:00:00 a.m.;887.26;-3.83;-0.43
06/04/2009 12:00:00 a.m.;886.41;-0.85;-0.10
07/04/2009 12:00:00 a.m.;887.58;1.17;0.13
08/04/2009 12:00:00 a.m.;882.87;-4.71;-0.53
13/04/2009 12:00:00 a.m.;879.78;-3.09;-0.35
14/04/2009 12:00:00 a.m.;884.57;4.79;0.54
15/04/2009 12:00:00 a.m.;888.74;4.17;0.47
16/04/2009 12:00:00 a.m.;889.61;0.87;0.10
17/04/2009 12:00:00 a.m.;885.00;-4.61;-0.52
20/04/2009 12:00:00 a.m.;878.58;-6.42;-0.73
21/04/2009 12:00:00 a.m.;880.40;1.82;0.21
22/04/2009 12:00:00 a.m.;881.55;1.15;0.13
23/04/2009 12:00:00 a.m.;891.19;9.64;1.09
24/04/2009 12:00:00 a.m.;914.93;23.74;2.66
27/04/2009 12:00:00 a.m.;912.50;-2.43;-0.27
28/04/2009 12:00:00 a.m.;918.25;5.75;0.63
29/04/2009 12:00:00 a.m.;933.82;15.57;1.70
30/04/2009 12:00:00 a.m.;931.93;-1.89;-0.20
04/05/2009 12:00:00 a.m.;947.85;15.92;1.71
05/05/2009 12:00:00 a.m.;953.11;5.26;0.55
06/05/2009 12:00:00 a.m.;960.78;7.67;0.80
07/05/2009 12:00:00 a.m.;973.07;12.29;1.28
08/05/2009 12:00:00 a.m.;1004.96;31.89;3.28
11/05/2009 12:00:00 a.m.;996.84;-8.12;-0.81
12/05/2009 12:00:00 a.m.;1003.38;6.54;0.66
13/05/2009 12:00:00 a.m.;989.00;-14.38;-1.43
14/05/2009 12:00:00 a.m.;1001.37;12.37;1.25
15/05/2009 12:00:00 a.m.;1001.45;0.08;0.01
18/05/2009 12:00:00 a.m.;1012.19;10.74;1.07
19/05/2009 12:00:00 a.m.;1022.41;10.22;1.01
20/05/2009 12:00:00 a.m.;1024.78;2.37;0.23
21/05/2009 12:00:00 a.m.;1007.56;-17.22;-1.68
22/05/2009 12:00:00 a.m.;1008.43;0.87;0.09
26/05/2009 12:00:00 a.m.;1016.43;8.00;0.79
27/05/2009 12:00:00 a.m.;1012.49;-3.94;-0.39
28/05/2009 12:00:00 a.m.;1024.05;11.56;1.14
29/05/2009 12:00:00 a.m.;1031.53;7.48;0.73
01/06/2009 12:00:00 a.m.;1054.15;22.62;2.19
02/06/2009 12:00:00 a.m.;1049.71;-4.44;-0.42
03/06/2009 12:00:00 a.m.;1042.32;-7.39;-0.70
04/06/2009 12:00:00 a.m.;1052.39;10.07;0.97
05/06/2009 12:00:00 a.m.;1052.93;0.54;0.05
08/06/2009 12:00:00 a.m.;1048.86;-4.07;-0.39
09/06/2009 12:00:00 a.m.;1051.36;2.50;0.24
10/06/2009 12:00:00 a.m.;1056.77;5.41;0.51
11/06/2009 12:00:00 a.m.;1074.78;18.01;1.70
12/06/2009 12:00:00 a.m.;1076.81;2.03;0.19
16/06/2009 12:00:00 a.m.;1066.41;-10.40;-0.97
17/06/2009 12:00:00 a.m.;1072.41;6.00;0.56
18/06/2009 12:00:00 a.m.;1079.22;6.81;0.64
19/06/2009 12:00:00 a.m.;1090.73;11.51;1.07
23/06/2009 12:00:00 a.m.;1089.32;-1.41;-0.13
24/06/2009 12:00:00 a.m.;1090.37;1.05;0.10
25/06/2009 12:00:00 a.m.;1098.87;8.50;0.78
26/06/2009 12:00:00 a.m.;1094.95;-3.92;-0.36
30/06/2009 12:00:00 a.m.;1102.73;7.78;0.71
01/07/2009 12:00:00 a.m.;1119.35;16.62;1.51
02/07/2009 12:00:00 a.m.;1119.53;0.18;0.02
03/07/2009 12:00:00 a.m.;1116.98;-2.55;-0.23
06/07/2009 12:00:00 a.m.;1110.83;-6.15;-0.55
07/07/2009 12:00:00 a.m.;1113.67;2.84;0.26
08/07/2009 12:00:00 a.m.;1103.93;-9.74;-0.87
09/07/2009 12:00:00 a.m.;1085.58;-18.35;-1.66
10/07/2009 12:00:00 a.m.;1083.01;-2.57;-0.24
13/07/2009 12:00:00 a.m.;1082.69;-0.32;-0.03
14/07/2009 12:00:00 a.m.;1089.24;6.55;0.61
15/07/2009 12:00:00 a.m.;1090.85;1.61;0.15
16/07/2009 12:00:00 a.m.;1092.88;2.03;0.19
17/07/2009 12:00:00 a.m.;1104.86;11.98;1.10
21/07/2009 12:00:00 a.m.;1113.97;9.11;0.82
22/07/2009 12:00:00 a.m.;1120.17;6.20;0.56
23/07/2009 12:00:00 a.m.;1141.90;21.73;1.94
24/07/2009 12:00:00 a.m.;1146.58;4.68;0.41
27/07/2009 12:00:00 a.m.;1143.37;-3.21;-0.28
28/07/2009 12:00:00 a.m.;1126.75;-16.62;-1.45
29/07/2009 12:00:00 a.m.;1122.62;-4.13;-0.37
30/07/2009 12:00:00 a.m.;1147.57;24.95;2.22
31/07/2009 12:00:00 a.m.;1156.22;8.65;0.75
03/08/2009 12:00:00 a.m.;1165.42;9.20;0.80
04/08/2009 12:00:00 a.m.;1168.20;2.78;0.24
05/08/2009 12:00:00 a.m.;1162.95;-5.25;-0.45
06/08/2009 12:00:00 a.m.;1169.26;6.31;0.54
10/08/2009 12:00:00 a.m.;1174.71;5.45;0.47
11/08/2009 12:00:00 a.m.;1162.53;-12.18;-1.04
12/08/2009 12:00:00 a.m.;1171.32;8.79;0.76
13/08/2009 12:00:00 a.m.;1179.38;8.06;0.69
14/08/2009 12:00:00 a.m.;1180.48;1.10;0.09
18/08/2009 12:00:00 a.m.;1176.17;-4.31;-0.37
19/08/2009 12:00:00 a.m.;1181.11;4.94;0.42
20/08/2009 12:00:00 a.m.;1192.34;11.23;0.95
21/08/2009 12:00:00 a.m.;1202.28;9.94;0.83
24/08/2009 12:00:00 a.m.;1229.85;27.57;2.29
25/08/2009 12:00:00 a.m.;1227.18;-2.67;-0.22
26/08/2009 12:00:00 a.m.;1218.39;-8.79;-0.72
27/08/2009 12:00:00 a.m.;1210.09;-8.30;-0.68
28/08/2009 12:00:00 a.m.;1214.38;4.29;0.35
31/08/2009 12:00:00 a.m.;1209.09;-5.29;-0.44
01/09/2009 12:00:00 a.m.;1178.87;-30.22;-2.50
02/09/2009 12:00:00 a.m.;1182.83;3.96;0.34
03/09/2009 12:00:00 a.m.;1173.66;-9.17;-0.78
04/09/2009 12:00:00 a.m.;1192.55;18.89;1.61
07/09/2009 12:00:00 a.m.;1200.04;7.49;0.63
08/09/2009 12:00:00 a.m.;1219.62;19.58;1.63
09/09/2009 12:00:00 a.m.;1219.90;0.28;0.02
10/09/2009 12:00:00 a.m.;1218.36;-1.54;-0.13
11/09/2009 12:00:00 a.m.;1216.22;-2.14;-0.18
14/09/2009 12:00:00 a.m.;1212.53;-3.69;-0.30
15/09/2009 12:00:00 a.m.;1244.75;32.22;2.66
16/09/2009 12:00:00 a.m.;1248.69;3.94;0.32
17/09/2009 12:00:00 a.m.;1245.88;-2.81;-0.23
18/09/2009 12:00:00 a.m.;1269.97;24.09;1.93
21/09/2009 12:00:00 a.m.;1266.91;-3.06;-0.24
22/09/2009 12:00:00 a.m.;1276.57;9.66;0.76
23/09/2009 12:00:00 a.m.;1288.14;11.57;0.91
24/09/2009 12:00:00 a.m.;1290.81;2.67;0.21
25/09/2009 12:00:00 a.m.;1305.32;14.51;1.12
28/09/2009 12:00:00 a.m.;1331.90;26.58;2.04
29/09/2009 12:00:00 a.m.;1321.32;-10.58;-0.79
30/09/2009 12:00:00 a.m.;1328.93;7.61;0.58
01/10/2009 12:00:00 a.m.;1315.15;-13.78;-1.04
02/10/2009 12:00:00 a.m.;1318.92;3.77;0.29
05/10/2009 12:00:00 a.m.;1335.49;16.57;1.26
06/10/2009 12:00:00 a.m.;1356.57;21.08;1.58
07/10/2009 12:00:00 a.m.;1355.56;-1.01;-0.07
08/10/2009 12:00:00 a.m.;1346.83;-8.73;-0.64
09/10/2009 12:00:00 a.m.;1333.44;-13.39;-0.99
13/10/2009 12:00:00 a.m.;1303.03;-30.41;-2.28
14/10/2009 12:00:00 a.m.;1294.39;-8.64;-0.66
15/10/2009 12:00:00 a.m.;1294.11;-0.28;-0.02
16/10/2009 12:00:00 a.m.;1301.69;7.58;0.59
19/10/2009 12:00:00 a.m.;1330.80;29.11;2.24
20/10/2009 12:00:00 a.m.;1315.97;-14.83;-1.11
21/10/2009 12:00:00 a.m.;1317.07;1.10;0.08
22/10/2009 12:00:00 a.m.;1308.64;-8.43;-0.64
23/10/2009 12:00:00 a.m.;1303.29;-5.35;-0.41
26/10/2009 12:00:00 a.m.;1288.81;-14.48;-1.11
27/10/2009 12:00:00 a.m.;1277.91;-10.90;-0.85
28/10/2009 12:00:00 a.m.;1279.22;1.31;0.10
29/10/2009 12:00:00 a.m.;1289.97;10.75;0.84
30/10/2009 12:00:00 a.m.;1257.17;-32.80;-2.54
03/11/2009 12:00:00 a.m.;1240.95;-16.22;-1.29
04/11/2009 12:00:00 a.m.;1262.50;21.55;1.74
05/11/2009 12:00:00 a.m.;1280.40;17.90;1.42
06/11/2009 12:00:00 a.m.;1279.75;-0.65;-0.05
09/11/2009 12:00:00 a.m.;1303.00;23.25;1.82
10/11/2009 12:00:00 a.m.;1304.06;1.06;0.08
